,University,University Latitude,University Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,Zesiger Sports And Fitness Center,42.35880219956315,-71.09588816624462,Gym / Fitness Center
1,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,MIT Johnson Athletics Center (Building W34),42.3588564161682,-71.0959322059377,College Gym
2,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,Flour Bakery + Cafe,42.36112299047327,-71.0965210880214,Bakery
3,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,MIT Kresge Auditorium (Building W16),42.35818272809422,-71.09492197728908,Concert Hall
4,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,MIT Du Pont Tennis Courts,42.35682927174206,-71.09690957939036,Tennis Court
5,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,Darwin's Ltd.,42.362402245783784,-71.0985137843173,Sandwich Place
6,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,A4cade,42.36213549744512,-71.0983904346637,Arcade
7,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,Cuchi Cuchi,42.36332069091929,-71.09709493003564,Lounge
8,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,MIT Steinbrenner Stadium,42.35846233812923,-71.09787696660298,Stadium
9,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,MIT Museum (Building N52),42.36192188692118,-71.09768749172926,Science Museum
10,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,Cafe Luna,42.362875,-71.094341,Café
11,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,Craigie on Main,42.363411,-71.098527,New American Restaurant
12,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,Area Four,42.363096348538136,-71.0921853436009,Pizza Place
13,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,Heartbreak Hill Running Company,42.36229293787734,-71.0985775613999,Sporting Goods Shop
14,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,Mae,42.363403999999996,-71.096858,Thai Restaurant
15,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,Abide,42.36242434738445,-71.09858075546083,Tea Room
16,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,Saloniki,42.36101074348269,-71.09579118118349,Greek Restaurant
17,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,Sulmona,42.36293928387788,-71.09398269323246,Italian Restaurant
18,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,NewCity Microcreamery,42.36333108996453,-71.09993464014876,Ice Cream Shop
19,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,Oath Pizza - Central Square,42.361244696780716,-71.09610896726754,Pizza Place
20,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,Anna's Taqueria,42.35887554026724,-71.09433041809135,Burrito Place
21,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,MIT Alumni Pool/Wang Fitness Center (Building 57),42.36120986292247,-71.090418000125,College Gym
22,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,Technology Square,42.36344681738895,-71.09225898757485,Park
23,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,Miracle of Science Bar & Grill,42.36248268100064,-71.09877593166105,Bar
24,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,Roxy's Central,42.36219924951,-71.09841245194666,Sandwich Place
25,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,The Muddy Charles,42.35917278793156,-71.08794969125104,Pub
26,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,MIT Press Bookstore,42.36236744850869,-71.09833004150032,Bookstore
27,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,Spring Classic Run,42.36148494266616,-71.10121942369457,Racetrack
28,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,Catalyst Restaurant,42.36294479732651,-71.09173609897289,New American Restaurant
29,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,Whole Heart Provisions,42.3623825780201,-71.09873572314413,Vegetarian / Vegan Restaurant
30,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,A4 Coffee,42.363219,-71.092635,Coffee Shop
31,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,Al's Tech Square Cafe,42.36300060992331,-71.09344555097475,Deli / Bodega
32,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,PAGU,42.362451115832144,-71.0988610638359,Restaurant
33,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,Pacific Street Cafe,42.36017729916684,-71.10255427947152,Sandwich Place
34,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,MIT 26-100,42.36064463673616,-71.09089119629851,College Engineering Building
35,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,Royal East Restaurant,42.36316366202357,-71.09693110922119,Chinese Restaurant
36,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,Amuse Bar,42.362191075249214,-71.09999354062754,Lounge
37,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,Lafayette Square,42.36330353411189,-71.09987438330326,Plaza
38,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,Jose's Mexican Truck,42.359577,-71.088859,Food Truck
39,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,U-Haul Moving & Storage at Central Square,42.3629657709031,-71.09859578960129,Storage Facility
40,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,Naco Taco,42.362252099208604,-71.09822863850549,Mexican Restaurant
41,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,Taste Of Cambridge,42.361501596829754,-71.10084223808185,Food Court
42,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,VIM Fitness Spa & Salon (University Park),42.36261464339078,-71.09918146429625,Yoga Studio
43,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,Avis Car Rental,42.361951,-71.099656,Rental Car Location
44,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,Budget Car Rental,42.362481,-71.099647,Rental Car Location
45,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,Middlesex Lounge,42.36245057039412,-71.0985470835893,Lounge
46,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,Thirsty Ear Pub,42.35912179224514,-71.10075763175054,Pub
47,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,Le Méridien Cambridge-MIT,42.362125288839295,-71.10001534223557,Hotel
48,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,Wow Barbecue,42.36090992394342,-71.10215948476385,Food Truck
49,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,University Park Commons,42.361016486151556,-71.10213213669867,Park
50,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,MIT Ashdown House Gym,42.358760833740234,-71.1011962890625,Gym
51,Massachusetts Institute of Technology,42.3583961,-71.09567787663931,Memorial Drive Park,42.354696,-71.099669,Park
52,Stanford University,37.4316091,-122.16936535498309,Iris & B. Gerald Cantor Center for Visual Arts,37.43298084888483,-122.17062424607006,Art Museum
53,Stanford University,37.4316091,-122.16936535498309,Rodin Sculpture Garden,37.432362430492475,-122.17067044541001,Sculpture Garden
54,Stanford University,37.4316091,-122.16936535498309,Bing Concert Hall,37.43216286498232,-122.16652912257689,Concert Hall
55,Stanford University,37.4316091,-122.16936535498309,Anderson Collection,37.433900479109205,-122.17063770021622,Art Museum
56,Stanford University,37.4316091,-122.16936535498309,Gates of Hell,37.43243219762289,-122.17080730669609,Outdoor Sculpture
57,Stanford University,37.4316091,-122.16936535498309,Hoover Tower,37.42793721978111,-122.16689452978127,Monument / Landmark
58,Stanford University,37.4316091,-122.16936535498309,Cool Café,37.43255782618683,-122.17116304717463,College Cafeteria
59,Stanford University,37.4316091,-122.16936535498309,Arizona Cactus Garden,37.435977003152395,-122.1709361269889,Garden
60,Stanford University,37.4316091,-122.16936535498309,Arrillaga Center for Sports & Recreation,37.42985556039915,-122.16375326525879,Gym
61,Stanford University,37.4316091,-122.16936535498309,Stanford Clock Tower,37.42602015675869,-122.16898242655212,Monument / Landmark
62,Stanford University,37.4316091,-122.16936535498309,Burghers of Calais,37.42800920509069,-122.17005565035986,Sculpture Garden
63,Stanford University,37.4316091,-122.16936535498309,Laurence Frost Amphitheater,37.43060363685716,-122.16597027513056,College Theater
64,Stanford University,37.4316091,-122.16936535498309,Ford Center,37.428867312616845,-122.16416573763084,College Rec Center
65,Stanford University,37.4316091,-122.16936535498309,Hoover Fountain,37.42831440341299,-122.1667071344419,Fountain
66,Stanford University,37.4316091,-122.16936535498309,Stanford Arboretum,37.43639301142355,-122.16557172249689,Park
67,Stanford University,37.4316091,-122.16936535498309,Beckman Bistro,37.431728281810145,-122.17627553375549,Burrito Place
68,Stanford University,37.4316091,-122.16936535498309,Bank of the West Classic,37.43077375760852,-122.16251797555982,Tennis Stadium
69,Stanford University,37.4316091,-122.16936535498309,Coupa Café at Green Library,37.4262010034842,-122.1671508593206,Coffee Shop
70,Stanford University,37.4316091,-122.16936535498309,Starbucks,37.4255460233703,-122.1709934352358,Coffee Shop
71,Stanford University,37.4316091,-122.16936535498309,Ike's Press,37.43235608984721,-122.17141941665243,Sandwich Place
72,Stanford University,37.4316091,-122.16936535498309,Bytes Café,37.429347556813305,-122.17329231883173,Café
73,Stanford University,37.4316091,-122.16936535498309,Coupa Café,37.427827850837645,-122.1741088560902,Coffee Shop
74,Stanford University,37.4316091,-122.16936535498309,Arbuckle Café,37.428286285905294,-122.16270672725116,College Cafeteria
75,Stanford University,37.4316091,-122.16936535498309,Olives@Bldg. 160,37.42826568341626,-122.16893924674062,Café
76,Stanford University,37.4316091,-122.16936535498309,Coupa Café at Y2E2,37.42845086099878,-122.17540717511879,Coffee Shop
77,Stanford University,37.4316091,-122.16936535498309,Market Square Cafe,37.43420780222741,-122.17519120942683,Cafeteria
78,Stanford University,37.4316091,-122.16936535498309,Peet's Coffee & Tea,37.43081768028623,-122.17423969476125,Coffee Shop
79,Stanford University,37.4316091,-122.16936535498309,Luttickens,37.432347042025285,-122.17707734417515,Deli / Bodega
80,Stanford University,37.4316091,-122.16936535498309,Dohrmann Grove,37.42823527163309,-122.16735870542229,College Arts Building
81,Stanford University,37.4316091,-122.16936535498309,Memorial Church Fountain,37.427412259653444,-122.17028386056742,Fountain
82,Stanford University,37.4316091,-122.16936535498309,Stanford Squash Courts,37.42993327731457,-122.16440751540591,Squash Court
83,Stanford University,37.4316091,-122.16936535498309,Forbes Family Cafe,37.42822415514288,-122.17415798927534,Café
84,Stanford University,37.4316091,-122.16936535498309,Salute Cafe,37.434776306152344,-122.1752700805664,Café
85,Stanford University,37.4316091,-122.16936535498309,Sony Tennis Hotspot,37.430909717468325,-122.16221809387207,Tennis Stadium
86,Stanford University,37.4316091,-122.16936535498309,ZoomCaffe,37.43368295853453,-122.17655345584409,Food Truck
87,Yale University,41.3124042,-72.92566039270302,Woolsey Hall - Yale School of Music,41.31130332846324,-72.92618215123292,College Auditorium
88,Yale University,41.3124042,-72.92566039270302,Women's Table (Maya Lin 1993) #NHV,41.31087886214244,-72.92808845711703,Sculpture Garden
89,Yale University,41.3124042,-72.92566039270302,Sprague Memorial Hall,41.3107388974753,-72.92640521864465,Concert Hall
90,Yale University,41.3124042,-72.92566039270302,Zoi's on Orange,41.310292,-72.921956,Sandwich Place
91,Yale University,41.3124042,-72.92566039270302,Koffee? on Audubon,41.31160887367626,-72.9219854242204,Coffee Shop
92,Yale University,41.3124042,-72.92566039270302,Willoughby's Coffee and Tea,41.31047261551784,-72.9226458362765,Coffee Shop
93,Yale University,41.3124042,-72.92566039270302,Neighborhood Music School,41.31145831537226,-72.9215948805452,Music School
94,Yale University,41.3124042,-72.92566039270302,Crepes Choupette,41.31115079502761,-72.92238770962634,Creperie
95,Yale University,41.3124042,-72.92566039270302,Pokemoto,41.31178002810404,-72.92208780117,Poke Place
96,Yale University,41.3124042,-72.92566039270302,Katalina's,41.312463484387465,-72.92200045398614,Bakery
97,Yale University,41.3124042,-72.92566039270302,Escape New Haven,41.313386545447855,-72.92155981063843,General Entertainment
98,Yale University,41.3124042,-72.92566039270302,Junzi Kitchen,41.31105022364917,-72.93061097790088,Asian Restaurant
99,Yale University,41.3124042,-72.92566039270302,Sherkaan Indian Street Food,41.3119917,-72.93066920000001,Indian Restaurant
100,Yale University,41.3124042,-72.92566039270302,Donut Crazy,41.31136635307462,-72.92967330228659,Donut Shop
101,Yale University,41.3124042,-72.92566039270302,Bruegger's,41.310519,-72.922367,Bagel Shop
102,Yale University,41.3124042,-72.92566039270302,Great Wall Restaurant,41.31236980182466,-72.92192992493621,Chinese Restaurant
103,Yale University,41.3124042,-72.92566039270302,Yale University Bookstore,41.31206927055005,-72.93132094634224,College Bookstore
104,Yale University,41.3124042,-72.92566039270302,Peabody Museum of Natural History,41.31578168067421,-72.92111019841496,History Museum
105,Yale University,41.3124042,-72.92566039270302,Payne Whitney Gymnasium,41.313725003043174,-72.930668592453,College Gym
106,Yale University,41.3124042,-72.92566039270302,Apple New Haven,41.31189301320913,-72.93094293775084,Electronics Store
107,Yale University,41.3124042,-72.92566039270302,Blue State Coffee,41.31104599853966,-72.9298947857082,Coffee Shop
108,Yale University,41.3124042,-72.92566039270302,Arethusa Farm Dairy,41.307424832024964,-72.92920878718854,Ice Cream Shop
109,Yale University,41.3124042,-72.92566039270302,Yale University Art Gallery,41.308205788755686,-72.93090060301256,Art Museum
110,Yale University,41.3124042,-72.92566039270302,Mory's,41.31181415407871,-72.92988666195373,American Restaurant
111,Yale University,41.3124042,-72.92566039270302,Union League Cafe,41.30756040272364,-72.92952900923463,French Restaurant
112,Yale University,41.3124042,-72.92566039270302,Maison Mathis,41.310993,-72.931239,Bakery
113,Yale University,41.3124042,-72.92566039270302,Yale Center for British Art,41.307898041039074,-72.93061877927668,Art Gallery
114,Yale University,41.3124042,-72.92566039270302,Salsa Fresca,41.311788,-72.930487,Mexican Restaurant
115,Yale University,41.3124042,-72.92566039270302,Ordinary,41.30704430188258,-72.92853355838724,Bar
116,Yale University,41.3124042,-72.92566039270302,Ingalls Rink Food Carts,41.316163320931246,-72.92447183605508,Food Truck
117,Yale University,41.3124042,-72.92566039270302,Elm City Social,41.306983724902615,-72.9291021823883,Cocktail Bar
118,Yale University,41.3124042,-72.92566039270302,Yale Repertory Theatre,41.30812410963859,-72.93158054351807,Theater
119,Yale University,41.3124042,-72.92566039270302,Sitar Indian Restaurant,41.30993762479801,-72.9210464824521,Indian Restaurant
120,Yale University,41.3124042,-72.92566039270302,The Little Salad Shop,41.307689938490746,-72.93060055051417,Salad Place
121,Yale University,41.3124042,-72.92566039270302,Tarry Lodge,41.31117947678777,-72.93212100863457,Italian Restaurant
122,Yale University,41.3124042,-72.92566039270302,Claire's Corner Copia,41.30724468458178,-72.92875156350081,Vegetarian / Vegan Restaurant
123,Yale University,41.3124042,-72.92566039270302,Shake Shack,41.30698791929086,-72.92839446766568,Burger Joint
124,Yale University,41.3124042,-72.92566039270302,The Owl Shop,41.30704907931933,-72.92893006688047,Smoke Shop
125,Yale University,41.3124042,-72.92566039270302,Atticus Bookstore Cafe,41.308111457520795,-72.93068956054084,Café
126,Yale University,41.3124042,-72.92566039270302,New Haven Fitness,41.30642994529483,-72.9264855543182,Gym
127,Yale University,41.3124042,-72.92566039270302,The Juice Box,41.30823186654747,-72.93098034527796,Juice Bar
128,Yale University,41.3124042,-72.92566039270302,ZINC Modern American Food,41.30696258733272,-72.92787715699652,American Restaurant
129,Yale University,41.3124042,-72.92566039270302,Christy's Irish Pub,41.30797182686195,-72.92231796043423,Pub
130,Yale University,41.3124042,-72.92566039270302,Anchor Spa,41.30712178188132,-72.92884521868758,Cocktail Bar
131,Yale University,41.3124042,-72.92566039270302,Basta,41.30734663845104,-72.9288584363606,Italian Restaurant
132,Yale University,41.3124042,-72.92566039270302,Brick Oven Pizza,41.31214656270603,-72.93379923148353,Pizza Place
133,Yale University,41.3124042,-72.92566039270302,David S. Ingalls Rink,41.31667620408118,-72.92506884851927,College Hockey Rink
134,Yale University,41.3124042,-72.92566039270302,University Theatre,41.30964364671115,-72.93121281648747,Theater
135,Yale University,41.3124042,-72.92566039270302,Vivi Bubble Tea,41.30675331419091,-72.92738777201174,Bubble Tea Shop
136,Yale University,41.3124042,-72.92566039270302,Olea,41.30745147423347,-72.93065571703941,Mediterranean Restaurant
137,Yale University,41.3124042,-72.92566039270302,Patricia's Restaurant,41.313080993383096,-72.93314402469521,Diner
138,Yale University,41.3124042,-72.92566039270302,Harvest,41.308157583395484,-72.9312172502361,American Restaurant
139,Yale University,41.3124042,-72.92566039270302,Go Greenly Frozen Yogurt,41.31188457308206,-72.9221875047276,Frozen Yogurt Shop
140,Yale University,41.3124042,-72.92566039270302,Zafra Cuban Restaurant & Rum Bar,41.307731,-72.922354,Cuban Restaurant
141,Yale University,41.3124042,-72.92566039270302,Roìa Restaurant,41.30669160762907,-72.92909356224256,French Restaurant
142,Yale University,41.3124042,-72.92566039270302,Book Trader Cafe,41.308446098094606,-72.93185094819495,Café
143,Yale University,41.3124042,-72.92566039270302,SUBWAY,41.31205152824354,-72.9223539938422,Sandwich Place
144,Yale University,41.3124042,-72.92566039270302,Te Amo Tequila Bar & Tacos,41.306345,-72.927277,Mexican Restaurant
145,Yale University,41.3124042,-72.92566039270302,Fashionista Vintage & Variety,41.313152,-72.921444,Thrift / Vintage Store
146,Yale University,41.3124042,-72.92566039270302,Chipotle Mexican Grill,41.30639517209296,-72.92693399222446,Mexican Restaurant
147,Yale University,41.3124042,-72.92566039270302,Bottle Shop,41.31396370977211,-72.9179347375339,Liquor Store
148,Yale University,41.3124042,-72.92566039270302,Cvs/Pharmacy,41.306129,-72.92533900000001,Pharmacy
149,Yale University,41.3124042,-72.92566039270302,New Haven Museum,41.31372844273393,-72.92178178947674,History Museum
150,Yale University,41.3124042,-72.92566039270302,Moe's Southwest Grill,41.3118732580742,-72.92231710243419,Mexican Restaurant
151,Yale University,41.3124042,-72.92566039270302,Gourmet Heaven,41.311745191791424,-72.92229943014627,Sandwich Place
152,Yale University,41.3124042,-72.92566039270302,Dunkin',41.312064591301976,-72.92233811823723,Donut Shop
153,Yale University,41.3124042,-72.92566039270302,The Halal Guys,41.30628309999999,-72.9266128,Halal Restaurant
154,Yale University,41.3124042,-72.92566039270302,Kumo Hibachi,41.3071552003684,-72.92135091526819,Japanese Restaurant
155,Yale University,41.3124042,-72.92566039270302,The Whale Tea,41.31196212768555,-72.92243194580078,Bubble Tea Shop
156,Yale University,41.3124042,-72.92566039270302,0Degree,41.311765,-72.922355,Ice Cream Shop
157,Yale University,41.3124042,-72.92566039270302,Katahdin Furniture,41.31227111816406,-72.92220306396484,Furniture / Home Store
158,Yale University,41.3124042,-72.92566039270302,ECA,41.31113999308948,-72.92097079395668,Theater
159,Yale University,41.3124042,-72.92566039270302,Ali Baba Food Cart,41.31625431845692,-72.92510051857494,Food Truck
160,Yale University,41.3124042,-72.92566039270302,"David Rosen & Associates, PC",41.311642,-72.919864,Lawyer
161,Yale University,41.3124042,-72.92566039270302,The Hive Hair Studio,41.315502344296334,-72.92060165308504,Health & Beauty Service
162,Yale University,41.3124042,-72.92566039270302,Thai Awesome Cart,41.316057783408844,-72.92012292266796,Food Truck
163,Harvard University,42.37626005,-71.12612232686303,Darwin's Ltd.,42.37404707248324,-71.12495534993711,Coffee Shop
164,Harvard University,42.37626005,-71.12612232686303,Loeb Drama Center (A.R.T),42.37496771805707,-71.12268604883809,Theater
165,Harvard University,42.37626005,-71.12612232686303,Longfellow Park,42.37487314408298,-71.12772017950351,Park
166,Harvard University,42.37626005,-71.12612232686303,Flour Bakery + Cafe,42.3731171074856,-71.12234866100246,Bakery
167,Harvard University,42.37626005,-71.12612232686303,L.A. Burdick Chocolate,42.37445624655846,-71.1219057731673,Café
168,Harvard University,42.37626005,-71.12612232686303,Forage,42.37907672702722,-71.12721431464648,Restaurant
169,Harvard University,42.37626005,-71.12612232686303,Brattle Theatre,42.37353789510297,-71.12129058322837,Indie Movie Theater
170,Harvard University,42.37626005,-71.12612232686303,Anthropologie,42.37407835456125,-71.12159153208657,Women's Store
171,Harvard University,42.37626005,-71.12612232686303,Toscano,42.37437137138491,-71.12184194852028,Italian Restaurant
172,Harvard University,42.37626005,-71.12612232686303,Longfellow National Historic Site,42.376591157243624,-71.12645478691914,Historic Site
173,Harvard University,42.37626005,-71.12612232686303,Alden & Harlow,42.37357196056545,-71.12131931236048,New American Restaurant
174,Harvard University,42.37626005,-71.12612232686303,Felipe's Mexican Taqueria,42.373431025828616,-71.12051498463934,Mexican Restaurant
175,Harvard University,42.37626005,-71.12612232686303,The Sinclair,42.3740937120238,-71.12075652984403,Rock Club
176,Harvard University,42.37626005,-71.12612232686303,Alexander W. Kemp Playground,42.37746543133584,-71.12132136934397,Playground
177,Harvard University,42.37626005,-71.12612232686303,Cambridge Common Park,42.377066504544466,-71.12035677748464,Park
178,Harvard University,42.37626005,-71.12612232686303,Harvest,42.37371653225924,-71.12202188595681,American Restaurant
179,Harvard University,42.37626005,-71.12612232686303,Planet Records,42.373973091743544,-71.12472452027913,Record Shop
180,Harvard University,42.37626005,-71.12612232686303,The Longfellow Bar,42.373677672370555,-71.12126552095849,Cocktail Bar
181,Harvard University,42.37626005,-71.12612232686303,Armageddon Records,42.37240462609293,-71.12171422856238,Record Shop
182,Harvard University,42.37626005,-71.12612232686303,The Charles Hotel,42.37231202721671,-71.12269560465386,Hotel
183,Harvard University,42.37626005,-71.12612232686303,sweetgreen,42.3728442,-71.1200891,Salad Place
184,Harvard University,42.37626005,-71.12612232686303,Beat Brasserie,42.37341128080138,-71.12041886412696,Jazz Club
185,Harvard University,42.37626005,-71.12612232686303,Harvard Square,42.37345777429434,-71.11900431522884,Plaza
186,Harvard University,42.37626005,-71.12612232686303,The Sinclair Kitchen,42.37403202155995,-71.12075486613274,American Restaurant
187,Harvard University,42.37626005,-71.12612232686303,Club Passim,42.37432965350654,-71.12008313255781,Music Venue
188,Harvard University,42.37626005,-71.12612232686303,Orinoco,42.37193332225955,-71.12061225278022,Arepa Restaurant
189,Harvard University,42.37626005,-71.12612232686303,Corbu Spa & Salon,42.372123509053495,-71.12297436169484,Spa
190,Harvard University,42.37626005,-71.12612232686303,New England Comics,42.37221075958458,-71.12169085589163,Bookstore
191,Harvard University,42.37626005,-71.12612232686303,Capital One Café,42.372897901291125,-71.11967593431473,Café
192,Harvard University,42.37626005,-71.12612232686303,"Cambridge, 1.",42.37447421450086,-71.12006404436998,Pizza Place
193,Harvard University,42.37626005,-71.12612232686303,Pinocchio's Pizza & Subs,42.371946,-71.120237,Pizza Place
194,Harvard University,42.37626005,-71.12612232686303,Russell House Tavern,42.37322343441653,-71.11954799934024,Gastropub
195,Harvard University,42.37626005,-71.12612232686303,John F. Kennedy Memorial Park,42.37080162572463,-71.12280545734018,Park
196,Harvard University,42.37626005,-71.12612232686303,Pyara Spa & Salon,42.37295004548888,-71.12122467621415,Spa
197,Harvard University,42.37626005,-71.12612232686303,Cardullo's,42.37337790255361,-71.11971250771398,Gourmet Shop
198,Harvard University,42.37626005,-71.12612232686303,Black Sheep Bagel Cafe,42.371744,-71.120637,Café
199,Harvard University,42.37626005,-71.12612232686303,OTTO,42.3741,-71.11907,Pizza Place
200,Harvard University,42.37626005,-71.12612232686303,Harvard Coop Society Bookstore,42.373617375821524,-71.11955979277802,Bookstore
201,Harvard University,42.37626005,-71.12612232686303,Black Ink,42.37336654201066,-71.11959757386275,Gift Shop
202,Harvard University,42.37626005,-71.12612232686303,Shake Shack,42.372283,-71.120991,Burger Joint
203,Harvard University,42.37626005,-71.12612232686303,Goorin Bros. Hat Shop,42.37382369087879,-71.12135768207305,Boutique
204,Harvard University,42.37626005,-71.12612232686303,Brattle Square,42.37296329230363,-71.12103581428528,Plaza
205,Harvard University,42.37626005,-71.12612232686303,Border Cafe,42.37440376170106,-71.12020705747689,Mexican Restaurant
206,Harvard University,42.37626005,-71.12612232686303,The Harvard Shop,42.37208852540762,-71.12055320539307,Clothing Store
207,Harvard University,42.37626005,-71.12612232686303,Tasty Burger,42.372605,-71.119857,Burger Joint
208,Harvard University,42.37626005,-71.12612232686303,Lizzy's Homemade Ice Cream,42.374409935505234,-71.12017038170777,Ice Cream Shop
209,Harvard University,42.37626005,-71.12612232686303,The Maharaja,42.372164147273594,-71.12066142281155,Indian Restaurant
210,Harvard University,42.37626005,-71.12612232686303,Wellbridge Athletic Club - Cambridge - CLOSED,42.3719484,-71.1229377,Gym
211,Harvard University,42.37626005,-71.12612232686303,LUSH,42.3727998,-71.1197775,Cosmetics Shop
212,Harvard University,42.37626005,-71.12612232686303,Henrietta's Table,42.37209233784461,-71.12317314600284,American Restaurant
213,Harvard University,42.37626005,-71.12612232686303,Raven Used Books,42.374390957150666,-71.11993749850144,Bookstore
214,Harvard University,42.37626005,-71.12612232686303,GAP,42.373376153137066,-71.1205042595997,Clothing Store
215,Harvard University,42.37626005,-71.12612232686303,Beat Brew Hall,42.373882,-71.120148,Gastropub
216,Harvard University,42.37626005,-71.12612232686303,Brattle Square Florist,42.37345239683273,-71.12088943112246,Flower Shop
217,Harvard University,42.37626005,-71.12612232686303,Dickson Bros. True Value,42.37315527120717,-71.12055179185721,Hardware Store
218,Harvard University,42.37626005,-71.12612232686303,The Red House Restaurant,42.372487993227324,-71.12125789119685,New American Restaurant
219,Harvard University,42.37626005,-71.12612232686303,Veggie Grill,42.37214279174805,-71.12091064453125,Vegetarian / Vegan Restaurant
220,Harvard University,42.37626005,-71.12612232686303,Million Year Picnic,42.37286679560887,-71.12071729495084,Bookstore
221,Harvard University,42.37626005,-71.12612232686303,&pizza,42.373882,-71.120148,Pizza Place
222,Harvard University,42.37626005,-71.12612232686303,King Bhumibol Adulyadej Square,42.37228871133833,-71.12201932828138,Plaza
223,Harvard University,42.37626005,-71.12612232686303,Newbury Comics,42.37245251492287,-71.11938935783486,Record Shop
224,Harvard University,42.37626005,-71.12612232686303,Benedetto,42.37233622421817,-71.1223039373739,Italian Restaurant
225,Harvard University,42.37626005,-71.12612232686303,Park,42.37169044075857,-71.12097473524403,Gastropub
226,Harvard University,42.37626005,-71.12612232686303,Sheraton Commander Hotel,42.3772499,-71.1229899,Hotel
227,Harvard University,42.37626005,-71.12612232686303,Gyu-Kaku Japanese BBQ,42.372074104272464,-71.12165383093438,Japanese Restaurant
228,Harvard University,42.37626005,-71.12612232686303,Amorino,42.372019,-71.120481,Ice Cream Shop
229,Harvard University,42.37626005,-71.12612232686303,Nubar,42.37730414300572,-71.12295216113037,American Restaurant
230,Harvard University,42.37626005,-71.12612232686303,Charlie's Kitchen,42.37245860783198,-71.12171023394484,American Restaurant
231,Harvard University,42.37626005,-71.12612232686303,Boston Tea Stop,42.3720147379806,-71.12062004747769,Tea Room
232,Harvard University,42.37626005,-71.12612232686303,Forty winks,42.37188429758363,-71.12072291989371,Lingerie Store
233,Harvard University,42.37626005,-71.12612232686303,Le's,42.372454521884215,-71.11940592176668,Vietnamese Restaurant
234,Harvard University,42.37626005,-71.12612232686303,Grendel's Den Restaurant & Bar,42.37241578285033,-71.12071268080902,Bar
235,Harvard University,42.37626005,-71.12612232686303,Charles Square Farmers' Market,42.37230933333517,-71.12220573201277,Farmers Market
236,Harvard University,42.37626005,-71.12612232686303,Charlie's Beer Garden,42.372495460099486,-71.12129578868198,Beer Garden
237,Harvard University,42.37626005,-71.12612232686303,Eye Q Optical - Harvard Square,42.37243600337657,-71.12173755436193,Optical Shop
238,Harvard University,42.37626005,-71.12612232686303,BonChon Chicken,42.372119,-71.120894,Fried Chicken Joint
239,Harvard University,42.37626005,-71.12612232686303,GNC,42.373257,-71.12149699999999,Supplement Shop
240,Harvard University,42.37626005,-71.12612232686303,Pinnochio's,42.37206229659234,-71.12012467435183,Pizza Place
